Site identification,Year,Transect,Quadrat,Species Common Name,Count
5,2000,15,-26.7,Butter Clam,0
5,2000,15,-26.7,Littleneck Clam,2
5,2000,15,-26.7,Manila Clam,53
5,2000,15,-26.7,Varnish Clam,0
5,2000,15,-14.1,Butter Clam,0
5,2000,15,-14.1,Littleneck Clam,0
5,2000,15,-14.1,Manila Clam,5
5,2000,15,-14.1,Varnish Clam,0
5,2000,15,44,Butter Clam,0
5,2000,15,44,Littleneck Clam,0
5,2000,15,44,Manila Clam,0
5,2000,15,44,Varnish Clam,0
5,2000,26,-88.1,Butter Clam,0
5,2000,26,-88.1,Littleneck Clam,2
5,2000,26,-88.1,Manila Clam,0
5,2000,26,-88.1,Varnish Clam,0
5,2000,26,18.4,Butter Clam,0
5,2000,26,18.4,Littleneck Clam,1
5,2000,26,18.4,Manila Clam,16
5,2000,26,18.4,Varnish Clam,0
5,2000,26,26.8,Butter Clam,0
5,2000,26,26.8,Littleneck Clam,0
5,2000,26,26.8,Manila Clam,0
5,2000,26,26.8,Varnish Clam,0
5,2000,34,-8,Butter Clam,0
5,2000,34,-8,Littleneck Clam,0
5,2000,34,-8,Manila Clam,98
5,2000,34,-8,Varnish Clam,0
5,2000,34,46,Butter Clam,0
5,2000,34,46,Littleneck Clam,0
5,2000,34,46,Manila Clam,0
5,2000,34,46,Varnish Clam,0
5,2000,34,44,Butter Clam,0
5,2000,34,44,Littleneck Clam,0
5,2000,34,44,Manila Clam,0
5,2000,34,44,Varnish Clam,0
5,2000,58,-80.3,Butter Clam,0
5,2000,58,-80.3,Littleneck Clam,14
5,2000,58,-80.3,Manila Clam,11
5,2000,58,-80.3,Varnish Clam,0
5,2000,58,4.3,Butter Clam,0
5,2000,58,4.3,Littleneck Clam,0
5,2000,58,4.3,Manila Clam,0
5,2000,58,4.3,Varnish Clam,0
5,2000,58,25.2,Butter Clam,0
5,2000,58,25.2,Littleneck Clam,0
5,2000,58,25.2,Manila Clam,0
5,2000,58,25.2,Varnish Clam,0
6,2000,8,-15,Butter Clam,1
6,2000,8,-15,Littleneck Clam,3
6,2000,8,-15,Manila Clam,0
6,2000,8,-15,Varnish Clam,0
6,2000,8,-9.6,Butter Clam,5
6,2000,8,-9.6,Littleneck Clam,26
6,2000,8,-9.6,Manila Clam,1
6,2000,8,-9.6,Varnish Clam,0
6,2000,8,-2,Butter Clam,5
6,2000,8,-2,Littleneck Clam,75
6,2000,8,-2,Manila Clam,6
6,2000,8,-2,Varnish Clam,0
6,2000,19.4,-8.4,Butter Clam,0
6,2000,19.4,-8.4,Littleneck Clam,0
6,2000,19.4,-8.4,Manila Clam,0
6,2000,19.4,-8.4,Varnish Clam,0
6,2000,19.4,-2.6,Butter Clam,0
6,2000,19.4,-2.6,Littleneck Clam,0
6,2000,19.4,-2.6,Manila Clam,0
6,2000,19.4,-2.6,Varnish Clam,0
6,2000,19.4,22.8,Butter Clam,0
6,2000,19.4,22.8,Littleneck Clam,3
6,2000,19.4,22.8,Manila Clam,39
6,2000,19.4,22.8,Varnish Clam,0
6,2000,21.4,-6,Butter Clam,4
6,2000,21.4,-6,Littleneck Clam,122
6,2000,21.4,-6,Manila Clam,81
6,2000,21.4,-6,Varnish Clam,0
6,2000,21.4,-3.7,Butter Clam,0
6,2000,21.4,-3.7,Littleneck Clam,27
6,2000,21.4,-3.7,Manila Clam,77
6,2000,21.4,-3.7,Varnish Clam,0
6,2000,21.4,7.6,Butter Clam,5
6,2000,21.4,7.6,Littleneck Clam,21
6,2000,21.4,7.6,Manila Clam,37
6,2000,21.4,7.6,Varnish Clam,0
6,2000,23.4,-23.5,Butter Clam,0
6,2000,23.4,-23.5,Littleneck Clam,3
6,2000,23.4,-23.5,Manila Clam,0
6,2000,23.4,-23.5,Varnish Clam,0
6,2000,23.4,-16,Butter Clam,4
6,2000,23.4,-16,Littleneck Clam,25
6,2000,23.4,-16,Manila Clam,5
6,2000,23.4,-16,Varnish Clam,0
6,2000,23.4,-7,Butter Clam,7
6,2000,23.4,-7,Littleneck Clam,39
6,2000,23.4,-7,Manila Clam,22
6,2000,23.4,-7,Varnish Clam,0
6,2000,32,-7.6,Butter Clam,0
6,2000,32,-7.6,Littleneck Clam,0
6,2000,32,-7.6,Manila Clam,0
6,2000,32,-7.6,Varnish Clam,0
6,2000,32,-0.8,Butter Clam,9
6,2000,32,-0.8,Littleneck Clam,36
6,2000,32,-0.8,Manila Clam,17
6,2000,32,-0.8,Varnish Clam,0
6,2000,32,2.5,Butter Clam,11
6,2000,32,2.5,Littleneck Clam,45
6,2000,32,2.5,Manila Clam,15
6,2000,32,2.5,Varnish Clam,0
4,2001,8,0.7,Butter Clam,6
4,2001,8,0.7,Littleneck Clam,2
4,2001,8,0.7,Manila Clam,0
4,2001,8,0.7,Varnish Clam,0
4,2001,8,5.5,Butter Clam,1
4,2001,8,5.5,Littleneck Clam,3
4,2001,8,5.5,Manila Clam,8
4,2001,8,5.5,Varnish Clam,0
4,2001,8,11.1,Butter Clam,0
4,2001,8,11.1,Littleneck Clam,4
4,2001,8,11.1,Manila Clam,4
4,2001,8,11.1,Varnish Clam,0
4,2001,20,-9.4,Butter Clam,16
4,2001,20,-9.4,Littleneck Clam,18
4,2001,20,-9.4,Manila Clam,0
4,2001,20,-9.4,Varnish Clam,0
4,2001,20,-4.1,Butter Clam,11
4,2001,20,-4.1,Littleneck Clam,8
4,2001,20,-4.1,Manila Clam,0
4,2001,20,-4.1,Varnish Clam,0
4,2001,20,4.9,Butter Clam,0
4,2001,20,4.9,Littleneck Clam,21
4,2001,20,4.9,Manila Clam,14
4,2001,20,4.9,Varnish Clam,0
4,2001,32,-8.8,Butter Clam,15
4,2001,32,-8.8,Littleneck Clam,5
4,2001,32,-8.8,Manila Clam,0
4,2001,32,-8.8,Varnish Clam,0
4,2001,32,-6.5,Butter Clam,15
4,2001,32,-6.5,Littleneck Clam,9
4,2001,32,-6.5,Manila Clam,0
4,2001,32,-6.5,Varnish Clam,0
4,2001,32,-5.1,Butter Clam,13
4,2001,32,-5.1,Littleneck Clam,10
4,2001,32,-5.1,Manila Clam,0
4,2001,32,-5.1,Varnish Clam,0
4,2001,37,1.7,Butter Clam,0
4,2001,37,1.7,Littleneck Clam,3
4,2001,37,1.7,Manila Clam,10
4,2001,37,1.7,Varnish Clam,0
4,2001,37,4,Butter Clam,0
4,2001,37,4,Littleneck Clam,0
4,2001,37,4,Manila Clam,3
4,2001,37,4,Varnish Clam,0
4,2001,37,13.1,Butter Clam,0
4,2001,37,13.1,Littleneck Clam,0
4,2001,37,13.1,Manila Clam,0
4,2001,37,13.1,Varnish Clam,0
4,2001,44,-6.7,Butter Clam,9
4,2001,44,-6.7,Littleneck Clam,6
4,2001,44,-6.7,Manila Clam,0
4,2001,44,-6.7,Varnish Clam,0
4,2001,44,3.5,Butter Clam,0
4,2001,44,3.5,Littleneck Clam,1
4,2001,44,3.5,Manila Clam,11
4,2001,44,3.5,Varnish Clam,0
4,2001,44,11.5,Butter Clam,0
4,2001,44,11.5,Littleneck Clam,0
4,2001,44,11.5,Manila Clam,0
4,2001,44,11.5,Varnish Clam,0
5,2001,9,-0.6,Butter Clam,0
5,2001,9,-0.6,Littleneck Clam,0
5,2001,9,-0.6,Manila Clam,0
5,2001,9,-0.6,Varnish Clam,0
5,2001,9,13.3,Butter Clam,0
5,2001,9,13.3,Littleneck Clam,0
5,2001,9,13.3,Manila Clam,16
5,2001,9,13.3,Varnish Clam,0
5,2001,9,38.9,Butter Clam,0
5,2001,9,38.9,Littleneck Clam,0
5,2001,9,38.9,Manila Clam,0
5,2001,9,38.9,Varnish Clam,0
5,2001,18,-88.7,Butter Clam,1
5,2001,18,-88.7,Littleneck Clam,9
5,2001,18,-88.7,Manila Clam,1
5,2001,18,-88.7,Varnish Clam,0
5,2001,18,-40.2,Butter Clam,3
5,2001,18,-40.2,Littleneck Clam,9
5,2001,18,-40.2,Manila Clam,56
5,2001,18,-40.2,Varnish Clam,0
5,2001,18,9.5,Butter Clam,0
5,2001,18,9.5,Littleneck Clam,0
5,2001,18,9.5,Manila Clam,57
5,2001,18,9.5,Varnish Clam,0
5,2001,26,-72.3,Butter Clam,12
5,2001,26,-72.3,Littleneck Clam,6
5,2001,26,-72.3,Manila Clam,0
5,2001,26,-72.3,Varnish Clam,0
5,2001,26,24.8,Butter Clam,0
5,2001,26,24.8,Littleneck Clam,0
5,2001,26,24.8,Manila Clam,3
5,2001,26,24.8,Varnish Clam,0
5,2001,26,64.2,Butter Clam,0
5,2001,26,64.2,Littleneck Clam,0
5,2001,26,64.2,Manila Clam,0
5,2001,26,64.2,Varnish Clam,0
5,2001,33,2.9,Butter Clam,0
5,2001,33,2.9,Littleneck Clam,0
5,2001,33,2.9,Manila Clam,105
5,2001,33,2.9,Varnish Clam,0
5,2001,33,12.4,Butter Clam,0
5,2001,33,12.4,Littleneck Clam,0
5,2001,33,12.4,Manila Clam,29
5,2001,33,12.4,Varnish Clam,0
5,2001,33,48.3,Butter Clam,0
5,2001,33,48.3,Littleneck Clam,0
5,2001,33,48.3,Manila Clam,0
5,2001,33,48.3,Varnish Clam,0
5,2001,44,-87.3,Butter Clam,0
5,2001,44,-87.3,Littleneck Clam,6
5,2001,44,-87.3,Manila Clam,0
5,2001,44,-87.3,Varnish Clam,0
5,2001,44,-67.4,Butter Clam,28
5,2001,44,-67.4,Littleneck Clam,42
5,2001,44,-67.4,Manila Clam,1
5,2001,44,-67.4,Varnish Clam,0
5,2001,44,51.6,Butter Clam,0
5,2001,44,51.6,Littleneck Clam,0
5,2001,44,51.6,Manila Clam,0
5,2001,44,51.6,Varnish Clam,0
6,2001,6,-7.5,Butter Clam,8
6,2001,6,-7.5,Littleneck Clam,58
6,2001,6,-7.5,Manila Clam,0
6,2001,6,-7.5,Varnish Clam,0
6,2001,6,-3.9,Butter Clam,4
6,2001,6,-3.9,Littleneck Clam,55
6,2001,6,-3.9,Manila Clam,2
6,2001,6,-3.9,Varnish Clam,0
6,2001,6,14.1,Butter Clam,0
6,2001,6,14.1,Littleneck Clam,0
6,2001,6,14.1,Manila Clam,16
6,2001,6,14.1,Varnish Clam,0
6,2001,15,-18.3,Butter Clam,0
6,2001,15,-18.3,Littleneck Clam,1
6,2001,15,-18.3,Manila Clam,0
6,2001,15,-18.3,Varnish Clam,0
6,2001,15,-6.5,Butter Clam,0
6,2001,15,-6.5,Littleneck Clam,0
6,2001,15,-6.5,Manila Clam,0
6,2001,15,-6.5,Varnish Clam,0
6,2001,15,30.4,Butter Clam,0
6,2001,15,30.4,Littleneck Clam,0
6,2001,15,30.4,Manila Clam,0
6,2001,15,30.4,Varnish Clam,0
6,2001,23,-21.2,Butter Clam,0
6,2001,23,-21.2,Littleneck Clam,1
6,2001,23,-21.2,Manila Clam,0
6,2001,23,-21.2,Varnish Clam,0
6,2001,23,0.9,Butter Clam,0
6,2001,23,0.9,Littleneck Clam,11
6,2001,23,0.9,Manila Clam,59
6,2001,23,0.9,Varnish Clam,0
6,2001,23,22.8,Butter Clam,0
6,2001,23,22.8,Littleneck Clam,2
6,2001,23,22.8,Manila Clam,59
6,2001,23,22.8,Varnish Clam,0
6,2001,25,-17.6,Butter Clam,0
6,2001,25,-17.6,Littleneck Clam,4
6,2001,25,-17.6,Manila Clam,0
6,2001,25,-17.6,Varnish Clam,0
6,2001,25,-5.5,Butter Clam,13
6,2001,25,-5.5,Littleneck Clam,56
6,2001,25,-5.5,Manila Clam,14
6,2001,25,-5.5,Varnish Clam,0
6,2001,25,12.9,Butter Clam,0
6,2001,25,12.9,Littleneck Clam,13
6,2001,25,12.9,Manila Clam,139
6,2001,25,12.9,Varnish Clam,0
6,2001,35,-23.6,Butter Clam,12
6,2001,35,-23.6,Littleneck Clam,15
6,2001,35,-23.6,Manila Clam,1
6,2001,35,-23.6,Varnish Clam,0
6,2001,35,-6.2,Butter Clam,0
6,2001,35,-6.2,Littleneck Clam,44
6,2001,35,-6.2,Manila Clam,15
6,2001,35,-6.2,Varnish Clam,0
6,2001,35,24.2,Butter Clam,0
6,2001,35,24.2,Littleneck Clam,7
6,2001,35,24.2,Manila Clam,67
6,2001,35,24.2,Varnish Clam,0
7,2001,9,-7.8,Butter Clam,0
7,2001,9,-7.8,Littleneck Clam,4
7,2001,9,-7.8,Manila Clam,0
7,2001,9,-7.8,Varnish Clam,0
7,2001,9,0.2,Butter Clam,0
7,2001,9,0.2,Littleneck Clam,0
7,2001,9,0.2,Manila Clam,0
7,2001,9,0.2,Varnish Clam,0
7,2001,9,8.6,Butter Clam,0
7,2001,9,8.6,Littleneck Clam,0
7,2001,9,8.6,Manila Clam,0
7,2001,9,8.6,Varnish Clam,0
7,2001,13.7,-17.3,Butter Clam,1
7,2001,13.7,-17.3,Littleneck Clam,0
7,2001,13.7,-17.3,Manila Clam,1
7,2001,13.7,-17.3,Varnish Clam,0
7,2001,13.7,-9.9,Butter Clam,0
7,2001,13.7,-9.9,Littleneck Clam,2
7,2001,13.7,-9.9,Manila Clam,0
7,2001,13.7,-9.9,Varnish Clam,0
7,2001,13.7,9.1,Butter Clam,0
7,2001,13.7,9.1,Littleneck Clam,0
7,2001,13.7,9.1,Manila Clam,0
7,2001,13.7,9.1,Varnish Clam,0
7,2001,35.7,-22.1,Butter Clam,1
7,2001,35.7,-22.1,Littleneck Clam,1
7,2001,35.7,-22.1,Manila Clam,0
7,2001,35.7,-22.1,Varnish Clam,0
7,2001,35.7,-0.9,Butter Clam,0
7,2001,35.7,-0.9,Littleneck Clam,0
7,2001,35.7,-0.9,Manila Clam,0
7,2001,35.7,-0.9,Varnish Clam,0
7,2001,35.7,22.7,Butter Clam,0
7,2001,35.7,22.7,Littleneck Clam,0
7,2001,35.7,22.7,Manila Clam,0
7,2001,35.7,22.7,Varnish Clam,0
7,2001,59.6,5,Butter Clam,0
7,2001,59.6,5,Littleneck Clam,0
7,2001,59.6,5,Manila Clam,0
7,2001,59.6,5,Varnish Clam,0
7,2001,59.6,9.9,Butter Clam,0
7,2001,59.6,9.9,Littleneck Clam,0
7,2001,59.6,9.9,Manila Clam,0
7,2001,59.6,9.9,Varnish Clam,0
7,2001,59.6,20.2,Butter Clam,0
7,2001,59.6,20.2,Littleneck Clam,0
7,2001,59.6,20.2,Manila Clam,0
7,2001,59.6,20.2,Varnish Clam,0
7,2001,66.3,-25.3,Butter Clam,0
7,2001,66.3,-25.3,Littleneck Clam,0
7,2001,66.3,-25.3,Manila Clam,0
7,2001,66.3,-25.3,Varnish Clam,0
7,2001,66.3,-20.8,Butter Clam,0
7,2001,66.3,-20.8,Littleneck Clam,0
7,2001,66.3,-20.8,Manila Clam,0
7,2001,66.3,-20.8,Varnish Clam,0
7,2001,66.3,4.5,Butter Clam,0
7,2001,66.3,4.5,Littleneck Clam,0
7,2001,66.3,4.5,Manila Clam,0
7,2001,66.3,4.5,Varnish Clam,0
4,2002,5.9,-8.5,Butter Clam,2
4,2002,5.9,-8.5,Littleneck Clam,0
4,2002,5.9,-8.5,Manila Clam,0
4,2002,5.9,-8.5,Varnish Clam,0
4,2002,5.9,-0.8,Butter Clam,0
4,2002,5.9,-0.8,Littleneck Clam,1
4,2002,5.9,-0.8,Manila Clam,0
4,2002,5.9,-0.8,Varnish Clam,0
4,2002,5.9,6.1,Butter Clam,0
4,2002,5.9,6.1,Littleneck Clam,8
4,2002,5.9,6.1,Manila Clam,10
4,2002,5.9,6.1,Varnish Clam,0
4,2002,14.8,-8.7,Butter Clam,9
4,2002,14.8,-8.7,Littleneck Clam,10
4,2002,14.8,-8.7,Manila Clam,0
4,2002,14.8,-8.7,Varnish Clam,0
4,2002,14.8,-5.7,Butter Clam,8
4,2002,14.8,-5.7,Littleneck Clam,6
4,2002,14.8,-5.7,Manila Clam,0
4,2002,14.8,-5.7,Varnish Clam,0
4,2002,14.8,-1.5,Butter Clam,12
4,2002,14.8,-1.5,Littleneck Clam,1
4,2002,14.8,-1.5,Manila Clam,0
4,2002,14.8,-1.5,Varnish Clam,0
4,2002,17.1,-1.7,Butter Clam,5
4,2002,17.1,-1.7,Littleneck Clam,2
4,2002,17.1,-1.7,Manila Clam,0
4,2002,17.1,-1.7,Varnish Clam,0
4,2002,17.1,1.3,Butter Clam,4
4,2002,17.1,1.3,Littleneck Clam,0
4,2002,17.1,1.3,Manila Clam,0
4,2002,17.1,1.3,Varnish Clam,0
4,2002,17.1,10,Butter Clam,0
4,2002,17.1,10,Littleneck Clam,2
4,2002,17.1,10,Manila Clam,10
4,2002,17.1,10,Varnish Clam,0
4,2002,37.2,-4.9,Butter Clam,9
4,2002,37.2,-4.9,Littleneck Clam,3
4,2002,37.2,-4.9,Manila Clam,0
4,2002,37.2,-4.9,Varnish Clam,0
4,2002,37.2,3.4,Butter Clam,0
4,2002,37.2,3.4,Littleneck Clam,5
4,2002,37.2,3.4,Manila Clam,12
4,2002,37.2,3.4,Varnish Clam,0
4,2002,37.2,9.3,Butter Clam,0
4,2002,37.2,9.3,Littleneck Clam,0
4,2002,37.2,9.3,Manila Clam,0
4,2002,37.2,9.3,Varnish Clam,0
4,2002,42.6,-7.9,Butter Clam,5
4,2002,42.6,-7.9,Littleneck Clam,15
4,2002,42.6,-7.9,Manila Clam,0
4,2002,42.6,-7.9,Varnish Clam,0
4,2002,42.6,-3.9,Butter Clam,11
4,2002,42.6,-3.9,Littleneck Clam,3
4,2002,42.6,-3.9,Manila Clam,5
4,2002,42.6,-3.9,Varnish Clam,0
4,2002,42.6,-1.6,Butter Clam,1
4,2002,42.6,-1.6,Littleneck Clam,11
4,2002,42.6,-1.6,Manila Clam,41
4,2002,42.6,-1.6,Varnish Clam,0
5,2002,16.9,-56.1,Butter Clam,3
5,2002,16.9,-56.1,Littleneck Clam,42
5,2002,16.9,-56.1,Manila Clam,0
5,2002,16.9,-56.1,Varnish Clam,0
5,2002,16.9,-13.4,Butter Clam,0
5,2002,16.9,-13.4,Littleneck Clam,0
5,2002,16.9,-13.4,Manila Clam,6
5,2002,16.9,-13.4,Varnish Clam,0
5,2002,16.9,-5.6,Butter Clam,0
5,2002,16.9,-5.6,Littleneck Clam,0
5,2002,16.9,-5.6,Manila Clam,23
5,2002,16.9,-5.6,Varnish Clam,0
5,2002,31.2,-48.3,Butter Clam,14
5,2002,31.2,-48.3,Littleneck Clam,48
5,2002,31.2,-48.3,Manila Clam,6
5,2002,31.2,-48.3,Varnish Clam,0
5,2002,31.2,-19.4,Butter Clam,0
5,2002,31.2,-19.4,Littleneck Clam,1
5,2002,31.2,-19.4,Manila Clam,22
5,2002,31.2,-19.4,Varnish Clam,0
5,2002,31.2,11.5,Butter Clam,0
5,2002,31.2,11.5,Littleneck Clam,1
5,2002,31.2,11.5,Manila Clam,43
5,2002,31.2,11.5,Varnish Clam,0
5,2002,38,6.6,Butter Clam,0
5,2002,38,6.6,Littleneck Clam,0
5,2002,38,6.6,Manila Clam,33
5,2002,38,6.6,Varnish Clam,0
5,2002,38,17.6,Butter Clam,0
5,2002,38,17.6,Littleneck Clam,0
5,2002,38,17.6,Manila Clam,38
5,2002,38,17.6,Varnish Clam,0
5,2002,38,53.5,Butter Clam,0
5,2002,38,53.5,Littleneck Clam,0
5,2002,38,53.5,Manila Clam,0
5,2002,38,53.5,Varnish Clam,0
5,2002,45.1,-83.1,Butter Clam,1
5,2002,45.1,-83.1,Littleneck Clam,7
5,2002,45.1,-83.1,Manila Clam,1
5,2002,45.1,-83.1,Varnish Clam,0
5,2002,45.1,-30.5,Butter Clam,0
5,2002,45.1,-30.5,Littleneck Clam,30
5,2002,45.1,-30.5,Manila Clam,68
5,2002,45.1,-30.5,Varnish Clam,0
5,2002,45.1,-3.6,Butter Clam,0
5,2002,45.1,-3.6,Littleneck Clam,1
5,2002,45.1,-3.6,Manila Clam,30
5,2002,45.1,-3.6,Varnish Clam,0
5,2002,50.2,6.5,Butter Clam,0
5,2002,50.2,6.5,Littleneck Clam,0
5,2002,50.2,6.5,Manila Clam,8
5,2002,50.2,6.5,Varnish Clam,0
5,2002,50.2,32.5,Butter Clam,0
5,2002,50.2,32.5,Littleneck Clam,0
5,2002,50.2,32.5,Manila Clam,0
5,2002,50.2,32.5,Varnish Clam,0
5,2002,50.2,48.5,Butter Clam,0
5,2002,50.2,48.5,Littleneck Clam,0
5,2002,50.2,48.5,Manila Clam,0
5,2002,50.2,48.5,Varnish Clam,0
6,2002,3.9,-7.9,Butter Clam,0
6,2002,3.9,-7.9,Littleneck Clam,0
6,2002,3.9,-7.9,Manila Clam,39
6,2002,3.9,-7.9,Varnish Clam,0
6,2002,3.9,10.2,Butter Clam,0
6,2002,3.9,10.2,Littleneck Clam,0
6,2002,3.9,10.2,Manila Clam,0
6,2002,3.9,10.2,Varnish Clam,0
6,2002,3.9,17.8,Butter Clam,0
6,2002,3.9,17.8,Littleneck Clam,0
6,2002,3.9,17.8,Manila Clam,0
6,2002,3.9,17.8,Varnish Clam,0
6,2002,9.2,-4.2,Butter Clam,15
6,2002,9.2,-4.2,Littleneck Clam,88
6,2002,9.2,-4.2,Manila Clam,23
6,2002,9.2,-4.2,Varnish Clam,0
6,2002,9.2,-1.2,Butter Clam,10
6,2002,9.2,-1.2,Littleneck Clam,61
6,2002,9.2,-1.2,Manila Clam,7
6,2002,9.2,-1.2,Varnish Clam,0
6,2002,9.2,27.2,Butter Clam,0
6,2002,9.2,27.9,Littleneck Clam,0
6,2002,9.2,27.9,Manila Clam,0
6,2002,9.2,27.9,Varnish Clam,0
6,2002,11.1,-6.2,Butter Clam,10
6,2002,11.1,-6.2,Littleneck Clam,66
6,2002,11.1,-6.2,Manila Clam,10
6,2002,11.1,-6.2,Varnish Clam,0
6,2002,11.1,32.1,Butter Clam,0
6,2002,11.1,32.1,Littleneck Clam,0
6,2002,11.1,32.1,Manila Clam,0
6,2002,11.1,32.1,Varnish Clam,0
6,2002,11.1,39.1,Butter Clam,0
6,2002,11.1,39.1,Littleneck Clam,0
6,2002,11.1,39.1,Manila Clam,0
6,2002,11.1,39.1,Varnish Clam,0
6,2002,19,-17.6,Butter Clam,8
6,2002,19,-17.6,Littleneck Clam,18
6,2002,19,-17.6,Manila Clam,4
6,2002,19,-17.6,Varnish Clam,0
6,2002,19,5.6,Butter Clam,5
6,2002,19,5.6,Littleneck Clam,17
6,2002,19,5.6,Manila Clam,22
6,2002,19,5.6,Varnish Clam,0
6,2002,19,8.7,Butter Clam,2
6,2002,19,8.7,Littleneck Clam,11
6,2002,19,8.7,Manila Clam,15
6,2002,19,8.7,Varnish Clam,0
6,2002,21.7,-9.7,Butter Clam,8
6,2002,21.7,-9.7,Littleneck Clam,60
6,2002,21.7,-9.7,Manila Clam,15
6,2002,21.7,-9.7,Varnish Clam,0
6,2002,21.7,-7.1,Butter Clam,7
6,2002,21.7,-7.1,Littleneck Clam,24
6,2002,21.7,-7.1,Manila Clam,10
6,2002,21.7,-7.1,Varnish Clam,0
6,2002,21.7,4.2,Butter Clam,0
6,2002,21.7,4.2,Littleneck Clam,9
6,2002,21.7,4.2,Manila Clam,42
6,2002,21.7,4.2,Varnish Clam,0
7,2002,3.7,-9.4,Butter Clam,0
7,2002,3.7,-9.4,Littleneck Clam,3
7,2002,3.7,-9.4,Manila Clam,0
7,2002,3.7,-9.4,Varnish Clam,0
7,2002,3.7,-5.6,Butter Clam,0
7,2002,3.7,-5.6,Littleneck Clam,0
7,2002,3.7,-5.6,Manila Clam,0
7,2002,3.7,-5.6,Varnish Clam,0
7,2002,3.7,6.7,Butter Clam,0
7,2002,3.7,6.7,Littleneck Clam,0
7,2002,3.7,6.7,Manila Clam,0
7,2002,3.7,6.7,Varnish Clam,0
7,2002,12.8,-18.6,Butter Clam,0
7,2002,12.8,-18.6,Littleneck Clam,0
7,2002,12.8,-18.6,Manila Clam,0
7,2002,12.8,-18.6,Varnish Clam,0
7,2002,12.8,6.6,Butter Clam,0
7,2002,12.8,6.6,Littleneck Clam,0
7,2002,12.8,6.6,Manila Clam,0
7,2002,12.8,6.6,Varnish Clam,0
7,2002,12.8,29.6,Butter Clam,0
7,2002,12.8,29.6,Littleneck Clam,0
7,2002,12.8,29.6,Manila Clam,0
7,2002,12.8,29.6,Varnish Clam,0
7,2002,40.7,-8.3,Butter Clam,0
7,2002,40.7,-8.3,Littleneck Clam,2
7,2002,40.7,-8.3,Manila Clam,0
7,2002,40.7,-8.3,Varnish Clam,0
7,2002,40.7,-0.7,Butter Clam,0
7,2002,40.7,-0.7,Littleneck Clam,0
7,2002,40.7,-0.7,Manila Clam,0
7,2002,40.7,-0.7,Varnish Clam,0
7,2002,40.7,2.4,Butter Clam,0
7,2002,40.7,2.4,Littleneck Clam,0
7,2002,40.7,2.4,Manila Clam,0
7,2002,40.7,2.4,Varnish Clam,0
7,2002,52.7,-16.7,Butter Clam,0
7,2002,52.7,-16.7,Littleneck Clam,0
7,2002,52.7,-16.7,Manila Clam,0
7,2002,52.7,-16.7,Varnish Clam,0
7,2002,52.7,-8.6,Butter Clam,0
7,2002,52.7,-8.6,Littleneck Clam,2
7,2002,52.7,-8.6,Manila Clam,0
7,2002,52.7,-8.6,Varnish Clam,0
7,2002,52.7,-0.8,Butter Clam,0
7,2002,52.7,-0.8,Littleneck Clam,0
7,2002,52.7,-0.8,Manila Clam,0
7,2002,52.7,-0.8,Varnish Clam,0
7,2002,74.2,3.9,Butter Clam,0
7,2002,74.2,3.9,Littleneck Clam,0
7,2002,74.2,3.9,Manila Clam,0
7,2002,74.2,3.9,Varnish Clam,0
7,2002,74.2,6.2,Butter Clam,0
7,2002,74.2,6.2,Littleneck Clam,0
7,2002,74.2,6.2,Manila Clam,0
7,2002,74.2,6.2,Varnish Clam,0
7,2002,74.2,20.1,Butter Clam,0
7,2002,74.2,20.1,Littleneck Clam,0
7,2002,74.2,20.1,Manila Clam,0
7,2002,74.2,20.1,Varnish Clam,0
4,2003,8.2,-1.3,Butter Clam,2
4,2003,8.2,-1.3,Littleneck Clam,0
4,2003,8.2,-1.3,Manila Clam,2
4,2003,8.2,-1.3,Varnish Clam,0
4,2003,8.2,9.2,Butter Clam,3
4,2003,8.2,9.2,Littleneck Clam,8
4,2003,8.2,9.2,Manila Clam,2
4,2003,8.2,9.2,Varnish Clam,0
4,2003,8.2,23.9,Butter Clam,0
4,2003,8.2,23.9,Littleneck Clam,0
4,2003,8.2,23.9,Manila Clam,0
4,2003,8.2,23.9,Varnish Clam,0
4,2003,13.8,-31,Butter Clam,0
4,2003,13.8,-31,Littleneck Clam,0
4,2003,13.8,-31,Manila Clam,0
4,2003,13.8,-31,Varnish Clam,0
4,2003,13.8,-4.2,Butter Clam,12
4,2003,13.8,-4.2,Littleneck Clam,2
4,2003,13.8,-4.2,Manila Clam,0
4,2003,13.8,-4.2,Varnish Clam,0
4,2003,13.8,10.3,Butter Clam,0
4,2003,13.8,10.3,Littleneck Clam,0
4,2003,13.8,10.3,Manila Clam,1
4,2003,13.8,10.3,Varnish Clam,0
4,2003,20.4,-18.7,Butter Clam,0
4,2003,20.4,-18.7,Littleneck Clam,6
4,2003,20.4,-18.7,Manila Clam,0
4,2003,20.4,-18.7,Varnish Clam,0
4,2003,20.4,-7.6,Butter Clam,6
4,2003,20.4,-7.6,Littleneck Clam,3
4,2003,20.4,-7.6,Manila Clam,0
4,2003,20.4,-7.6,Varnish Clam,0
4,2003,20.4,13.1,Butter Clam,0
4,2003,20.4,13.1,Littleneck Clam,0
4,2003,20.4,13.1,Manila Clam,0
4,2003,20.4,13.1,Varnish Clam,0
4,2003,26.7,-5.8,Butter Clam,10
4,2003,26.7,-5.8,Littleneck Clam,13
4,2003,26.7,-5.8,Manila Clam,0
4,2003,26.7,-5.8,Varnish Clam,0
4,2003,26.7,7.1,Butter Clam,0
